movie_id,title,release_year,budget,revenue,vote_average,collection_id
43862,Maytime,1937,2126000,4006000,6.2,
36652,The Good Earth,1937,2800000,3557000,6.268,
45800,Saratoga,1937,1100000,3252000,6.3,
14675,The Awful Truth,1937,600000,3000000,7.214,
22692,A Star Is Born,1937,1200000,2370000,7.143,
31530,Shall We Dance,1937,991000,2168000,7.231,
53857,The Last of Mrs. Cheyney,1937,741000,1797000,6.025,
43864,Stage Door,1937,952000,1762000,7.0,
52029,Big City,1937,621000,1601000,7.4,
249799,Parnell,1937,1547000,1576000,4.6,
66473,A Damsel in Distress,1937,1035000,1465000,6.441,
112885,The Bride Wore Red,1937,960000,1200000,6.7,
52359,The Toast of New York,1937,1070000,1050000,5.8,
91727,Night Must Fall,1937,589000,1015000,7.061,
259325,The Woman I Love,1937,725000,783000,0.0,
155751,A Family Affair,1937,178000,502000,5.9,690097.0
1113766,The Magicians Opera,1937,14000,15000,0.0,
325708,Please Teacher,1937,0,75,0.0,
1406242,Nudist Unadorned,1937,0,0,0.0,
1393053,Romance of the Reaper,1937,0,0,0.0,
1393052,Gjentofte-Filmen,1937,0,0,0.0,
1393050,The Trail: Men Against the Snow,1937,0,0,0.0,
1393049,This is China,1937,0,0,0.0,
1393048,Volks-Deutsche/Jungen in USA,1937,0,0,0.0,
408,Snow White and the Seven Dwarfs,1938,1488423,184925486,7.1,
34106,You Can't Take It with You,1938,1644736,7433101,7.5,
43839,Alexander's Ragtime Band,1938,2000000,4000000,6.6,
10907,The Adventures of Robin Hood,1938,2033000,3981000,7.459,
43849,Sweethearts,1938,1900000,3200000,5.5,
43853,The Girl of the Golden West,1938,1680000,2882000,4.6,
114079,A Yank at Oxford,1938,1374000,2736000,6.7,
43846,Love Finds Andy Hardy,1938,212000,2247000,6.096,690097.0
29872,Carefree,1938,1253000,1731000,6.621,
119645,The Adventures of Marco Polo,1938,2000000,1700000,6.0,
33630,Vivacious Lady,1938,703000,1206000,6.8,
43159,Everybody Sing,1938,795000,1003000,4.7,
206480,Trade Winds,1938,738733,964404,6.3,
22657,Algiers,1938,691833,951801,6.297,
1409780,Arabian Bazaar,1938,0,0,0.0,
1405387,Sjakk matt,1938,0,0,0.0,
1393285,Three Counties Against Syphilis,1938,0,0,0.0,
1393283,Prelude to Flight,1938,0,0,0.0,
1393279,Springs,1938,0,0,0.0,
1393258,Color Harmony,1938,0,0,0.0,
1393240,The Alimentary Tract,1938,0,0,0.0,
1393222,Coffee from Brazil to You,1938,0,0,0.0,
1393216,Himber Harmonies,1938,0,0,0.0,
1393211,With the Yangtze Patrol,1938,0,0,0.0,
1393194,It Might Be You,1938,0,0,0.0,
770,Gone with the Wind,1939,4000000,402352579,7.9,
630,The Wizard of Oz,1939,2777000,33754967,7.6,627517.0
3083,Mr. Smith Goes to Washington,1939,1500000,9600000,7.867,
31685,The Hunchback of Notre Dame,1939,1800000,6877900,7.3,
24965,Gunga Din,1939,1915000,2807000,6.5,
1859,Ninotchka,1939,1365000,2279000,7.5,
22490,The Women,1939,1688000,2270000,7.091,
14589,Another Thin Man,1939,1107000,2223000,7.154,47814.0
36488,Bachelor Mother,1939,509000,1975000,7.111,
18651,The Story of Vernon and Irene Castle,1939,1196000,1825000,6.986,
995,Stagecoach,1939,531374,1103757,7.6,
309625,Winter Carnival,1939,412640,474286,6.0,
1413145,სამშობლო,1939,0,0,0.0,
1395372,Harold Arlen's Home Movies on set of The Wizard of Oz,1939,0,0,0.0,
1393755,School: A Film About Progressive Education,1939,0,0,0.0,
1393751,Refreshment Through the Years,1939,0,0,0.0,
1393731,Pygmies of Africa,1939,0,0,0.0,
1393704,The Birth of a Champion,1939,0,0,0.0,
1393697,Lwów,1939,0,0,0.0,
1393687,Conquering the Colorado,1939,0,0,0.0,
1393671,America's Safest Tire,1939,0,0,0.0,
1393668,A Night in a Music Hall,1939,0,0,0.0,
1393667,The Glass Case,1939,0,0,0.0,
1393665,The Soybeans,1939,0,0,0.0,
1393655,The World Parade: Bali - Paradise Isle,1939,0,0,0.0,
10895,Pinocchio,1940,2600000,164000000,7.099,
756,Fantasia,1940,2280000,76411819,7.361,55427.0
914,The Great Dictator,1940,2000000,11000000,8.3,
223,Rebecca,1940,1288000,7592465,7.892,
55604,Boom Town,1940,1600000,5000000,6.923,
13861,Road to Singapore,1940,0,3200000,6.5,135441.0
43808,Andy Hardy Meets Debutante,1940,436000,2623000,5.1,690097.0
43816,New Moon,1940,1487000,2527000,6.8,
43824,Waterloo Bridge,1940,1200000,2500000,7.5,
17836,Virginia City,1940,1179000,2372567,6.141,
121695,Bitter Sweet,1940,1100000,2200000,5.8,
41463,My Favorite Wife,1940,921000,2057000,6.9,
26201,The Sea Hawk,1940,1700000,2000000,7.2,
16933,They Drive by Night,1940,539000,1596000,6.9,
596,The Grapes of Wrath,1940,800000,1591000,7.8,
37956,The House Across the Bay,1940,713965,684374,5.3,
28423,The Invisible Woman,1940,269062,659600,5.7,259401.0
1418236,კოლხეთის ჩირაღდნები,1940,0,0,0.0,
1395674,Darn That Dream,1940,0,0,0.0,
1394279,Medicus Film of New York World's Fair,1940,0,0,0.0,
1393291,World in Flames,1940,0,0,0.0,
1374109,Onésime et son âne,1940,0,0,0.0,
1374097,The Duties of the Helmsman,1940,0,0,0.0,
1374090,Catapult Ships,1940,0,0,0.0,
1374078,Britain Shoulder Arms,1940,0,0,0.0,
15,Citizen Kane,1941,839727,23218000,8.0,
16442,Sergeant York,1941,1400000,16361885,7.2,
43266,How Green Was My Valley,1941,1250000,6000000,7.271,
11462,Suspicion,1941,1103000,4500000,7.1,
29884,Ball of Fire,1941,0,2641000,7.4,
14590,Shadow of the Thin Man,1941,821000,2301000,7.0,47814.0
32574,Meet John Doe,1941,0,2000000,7.3,
20644,Love Crazy,1941,889900,2000000,7.1,
963,The Maltese Falcon,1941,375000,1772000,7.708,
19136,Hellzapoppin',1941,0,1700000,7.1,980582.0
86604,"Tom, Dick and Harry",1941,806000,1628000,5.5,
11360,Dumbo,1941,812000,1600000,7.0,
24197,Mr. & Mrs. Smith,1941,743000,1400000,6.2,
43800,The Corsican Brothers,1941,0,1300000,6.8,
16305,Sullivan's Travels,1941,700000,1200000,7.416,
43705,The Great Lie,1941,0,689253,6.9,
442778,The Way of All Pests,1941,59967,59967,6.0,
413211,Fightin' Fools,1941,23,31,6.0,563999.0
1416177,Blood against blood,1941,0,0,0.0,
1413099,დილა მშვიდობისა,1941,0,0,0.0,
1408899,"Shout! Sister, Shout!",1941,0,0,0.0,
1401199,All Out on All Fronts,1941,0,0,0.0,
1396167,Dancing in a Harem,1941,0,0,0.0,
1396165,Hilo Hattie,1941,0,0,0.0,
1396155,I Don't Want to Set the World on Fire,1941,0,0,0.0,
3170,Bambi,1942,858000,267447150,7.0,87250.0
27367,Mrs. Miniver,1942,1344000,13500000,7.0,918082.0
22387,Random Harvest,1942,1210000,8147000,7.3,
31805,Road to Morocco,1942,0,7600000,6.9,135441.0
29882,The Black Swan,1942,1493800,5727000,6.4,
27017,For Me and My Gal,1942,802000,4371000,6.426,
25508,Cat People,1942,134000,4000000,6.9,272673.0
13485,Holiday Inn,1942,0,3750000,7.015,
60488,Arabian Nights,1942,904765,3453416,5.927,
20640,Woman of the Year,1942,1000000,2700000,6.9,
43167,Andy Hardy's Double Life,1942,369000,2647000,4.6,690097.0
39871,The Major and the Minor,1942,0,2500000,7.0,
42825,Crossroads,1942,846000,2321000,5.9,
19388,The Big Shot,1942,417000,1783000,6.3,
198,To Be or Not to Be,1942,1200000,1500000,7.8,
52983,China Girl,1942,0,1400000,5.4,
31997,Saboteur,1942,780000,1250000,6.9,
43523,I Married an Angel,1942,1492000,1236000,5.0,
14906,Saludos Amigos,1942,0,1135000,5.8,271668.0
23159,The Talk of the Town,1942,1000000,1100000,7.3,
248260,Are Husbands Necessary?,1942,552000,1050000,0.0,
28426,Invisible Agent,1942,322000,1040000,5.8,259401.0
16703,This Gun for Hire,1942,512423,1000000,6.9,
182303,The Bashful Bachelor,1942,165000,675000,4.5,
65546,Grand Central Murder,1942,250000,515000,5.9,
27854,For Whom the Bell Tolls,1943,3000000,17800000,6.5,
289,Casablanca,1943,878000,10462500,8.2,
43306,A Guy Named Joe,1943,2627000,5363000,6.5,
22613,The Outlaw,1943,3400000,5075000,5.4,
22871,Destination Tokyo,1943,1516000,4544000,6.7,
48993,The Human Comedy,1943,1000000,3900000,6.2,
55238,Edge of Darkness,1943,1653000,3669000,6.1,
43514,Thank Your Lucky Stars,1943,1568000,3621000,6.1,
22744,Jane Eyre,1943,1705000,3550000,6.9,
23051,Action in the North Atlantic,1943,2231000,3460000,7.1,
98493,Hitler's Children,1943,205000,3355000,5.9,
69204,Coney Island,1943,1620000,3305000,5.3,
42886,Best Foot Forward,1943,1162000,2704000,6.0,
18783,Sahara,1943,0,2300000,7.196,
43515,The Sky's the Limit,1943,871000,2185000,6.167,
59964,Cabin in the Sky,1943,662141,1606624,6.4,
43513,Stormy Weather,1943,0,1600000,6.9,
60216,Five Graves to Cairo,1943,855000,1200000,6.9,
32858,The Return of the Vampire,1943,75000,1090000,6.0,
22779,Victory Through Air Power,1943,799000,788000,5.8,
1398902,ის კიდევ დაბრუნდება,1943,0,0,0.0,
1398281,Who Is My Neighbor,1943,0,0,0.0,
1396556,The Crow Indians on the Jesus Trail,1943,0,0,0.0,
1395881,Come Back to Sorrento,1943,0,0,0.0,
1395879,Fancy to You,1943,0,0,0.0,
15947,The Three Caballeros,1944,0,336000000,6.288,271668.0
96366,Days of Glory,1944,0,22963695,5.654,
17661,Going My Way,1944,0,16300000,6.7,556928.0
909,Meet Me in St. Louis,1944,1707561,7566000,7.0,
43546,Bathing Beauty,1944,2361000,6892000,5.8,
123665,Dragon Seed,1944,3070000,4627000,6.4,
85574,The Seventh Cross,1944,1300000,3600000,6.705,
14594,The Thin Man Goes Home,1944,1401000,2814000,7.1,47814.0
996,Double Indemnity,1944,927262,2500000,8.116,
120747,The Adventures of Mark Twain,1944,1623000,2350000,6.6,
84084,Wilson,1944,2995000,2000000,5.5,
27628,Follow the Boys,1944,0,2000000,5.333,
1939,Laura,1944,1020000,2000000,7.6,
43501,Kismet,1944,3015000,1827000,5.0,
28425,The Invisible Man's Revenge,1944,0,1669226,5.6,259401.0
13321,Lifeboat,1944,1590000,1000000,7.4,
226766,Bride by Mistake,1944,0,600000,6.1,
1422408,The Czechoslovaks March On,1944,0,0,0.0,
1395873,Sweet Leilani,1944,0,0,0.0,
1383075,The Inside Story,1944,0,0,0.0,
1383065,Underwater Spearfishing,1944,0,0,0.0,
1383062,Willing Hands,1944,0,0,0.0,
1383060,Yanks Smash Truk!,1944,0,0,0.0,
1383051,Wounded in Action,1944,0,0,0.0,
1383046,Who's Been Eating My Porridge?,1944,0,0,0.0,
32430,The Bells of St. Mary's,1945,0,21300000,6.832,556928.0
28580,The Lost Weekend,1945,1250000,11000000,7.627,
43610,The Valley of Decision,1945,2160000,9132000,7.3,
17889,Anchors Aweigh,1945,2600000,7500000,6.8,
4174,Spellbound,1945,1500000,7000000,7.405,
17641,National Velvet,1945,2770000,5840000,7.2,
3309,Mildred Pierce,1945,1453000,5638000,7.603,
26654,Conflict,1945,774000,3707000,6.5,
22584,To Have and Have Not,1945,0,3650000,7.5,
13669,Christmas in Connecticut,1945,864000,3000000,7.0,
17058,Scarlet Street,1945,1202000,2948500,7.6,
292503,The Sailor Takes a Wife,1945,1012000,2559000,6.0,
42295,The House on 92nd Street,1945,0,2500000,6.4,1097972.0
35849,Hangover Square,1945,1154000,1798500,6.8,
43498,Yolanda and the Thief,1945,2443322,1791000,5.7,
26243,Fallen Angel,1945,0,1500000,6.4,
36635,Danger Signal,1945,471000,1110000,5.8,
4886,And Then There Were None,1945,0,1000000,7.0,
1416134,Three Dimensional Experiments,1945,0,0,0.0,
1407970,The Little Toy Soldier,1945,0,0,0.0,
1404866,Why We Fight,1945,0,0,0.0,
1402994,The Big Lapse,1945,0,0,0.0,
1398968,Clippers at War,1945,0,0,0.0,
1385235,Speaking of Animals: Animal-Ology,1945,0,0,0.0,
1383604,The Saga of the Franklin,1945,0,0,0.0,
240417,Seeds of Destiny,1946,0,200000000,6.286,
13850,Song of the South,1946,2125000,65000000,6.425,
303,Notorious,1946,2000000,24500000,7.7,
887,The Best Years of Our Lives,1946,2100000,23650000,7.8,
32275,Duel in the Sun,1946,6000000,20400000,6.3,
910,The Big Sleep,1946,250000,10682000,7.6,
1585,It's a Wonderful Life,1946,3180000,9644124,8.272,
18700,Till the Clouds Roll By,1946,3316000,6724000,5.6,
3767,Gilda,1946,2000000,6000000,7.5,
25736,The Postman Always Rings Twice,1946,1683000,5086000,7.0,
44098,Undercurrent,1946,1644000,4327000,5.8,
44100,Tomorrow Is Forever,1946,0,3250000,6.1,
27033,The Strange Love of Martha Ivers,1946,0,3250000,7.1,
20246,The Stranger,1946,1034000,3220000,7.226,
26286,Dragonwyck,1946,0,3000000,6.63,
32945,The Strange Woman,1946,1500000,2800000,6.278,
27452,The Spiral Staircase,1946,750000,2800000,7.0,
16090,The Blue Dahlia,1946,0,2750000,6.643,
3088,My Darling Clementine,1946,2000000,2750000,7.4,
263013,The Secret Heart,1946,0,2657000,6.3,
1841,Lady in the Lake,1946,1026000,2657000,6.0,
43483,Love Laughs at Andy Hardy,1946,1001000,2359000,5.3,690097.0
25502,Deception,1946,2882000,2300000,6.5,
44042,Shadow of a Woman,1946,427000,732000,4.2,
1411003,Five Came Back: The Reference Films,1946,0,0,0.0,
33667,Gentleman's Agreement,1947,2000000,7800000,7.0,
121357,Golden Earrings,1947,1000000,7000000,5.833,
27437,The Bachelor and the Bobby-Soxer,1947,1961000,5550000,6.9,
108688,Cass Timberlane,1947,2733000,5186000,5.9,
87531,The Sea of Grass,1947,2349000,4689000,6.3,
16227,Dark Passage,1947,1678000,3430000,7.3,
175386,Cheyenne,1947,1929000,3303000,6.8,
217155,The Foxes of Harrow,1947,2750000,3150000,6.1,
11881,Miracle on 34th Street,1947,630000,2700000,7.368,
62720,Cry Wolf,1947,1461000,2690000,5.9,
33478,Buck Privates Come Home,1947,1167500,2365000,6.3,
452261,Stallion Road,1947,0,2350000,5.0,
14595,Song of the Thin Man,1947,1670000,2305000,6.8,47814.0
31667,The Paradine Case,1947,4258000,2100000,6.228,
19335,Johnny O'Clock,1947,0,1750000,6.1,
192501,Cynthia,1947,1318000,1648000,5.9,
3766,The Lady from Shanghai,1947,2300000,1564609,7.346,
119102,Living in a Big Way,1947,2839000,1513000,5.0,
28120,Crossfire,1947,250000,1300000,6.601,
46955,Copacabana,1947,1300000,1250000,5.354,
308486,Dark Delusion,1947,875000,718000,6.0,721733.0
1422477,The Rural Co-op,1947,0,0,0.0,
1416140,All the News,1947,0,0,0.0,
1386938,Using the Bank,1947,0,0,0.0,
1341434,Messenger of Peace,1947,0,0,0.0,
3089,Red River,1948,3000000,9012000,7.347,
41609,The Three Musketeers,1948,4474000,8412000,6.8,
3073,Bud Abbott and Lou Costello Meet Frankenstein,1948,800000,4812444,7.0,
34233,Adventures of Don Juan,1948,3408000,4772000,6.4,
3090,The Treasure of the Sierra Madre,1948,3800000,4307000,7.95,
43449,Romance on the High Seas,1948,2532000,3225000,6.7,
37347,Fort Apache,1948,2500000,3000000,7.007,
35032,The Pirate,1948,3700000,2956000,6.399,
29244,3 Godfathers,1948,1243000,2841000,6.738,
1580,Rope,1948,1500000,2200000,7.9,
43456,The Miracle of the Bells,1948,2000000,2100000,6.3,
111960,Miranda,1948,784170,834332,6.3,920649.0
123661,Elizabeth of Ladymead,1948,0,240689,6.0,
237197,Sing or Swim,1948,6339,6339,1.0,
29966,Blood on the Moon,1948,0,88,6.1,
1417888,Känn dej som Hemma,1948,0,0,0.0,
1416249,Color Designs #1,1948,0,0,0.0,
1416245,Shadows and Light Reflections,1948,0,0,0.0,
1408892,Hello Bill,1948,0,0,0.0,
1395062,People's Congressman,1948,0,0,0.0,
1374455,Limehouse Blues,1948,0,0,0.0,
1355077,Razor Shaping,1948,0,0,0.0,
1341547,Hombroï,1948,0,0,0.0,
1337422,Operation Sandstone,1948,0,0,0.0,
1337406,I Sagas värld,1948,0,0,0.0,
29993,Samson and Delilah,1949,3000000,11500000,6.5,
25431,Adam's Rib,1949,1728000,9470000,7.1,
13909,She Wore a Yellow Ribbon,1949,1600000,5400000,6.9,
31516,On the Town,1949,2133000,4428000,7.0,
29885,The Barkleys of Broadway,1949,2250000,4421000,6.809,
15794,White Heat,1949,1300000,3483000,7.6,
15497,Twelve O'Clock High,1949,0,3225000,7.1,
121074,Any Number Can Play,1949,1363000,3205000,6.9,
27563,Flamingo Road,1949,1528000,2896000,7.0,
56131,The Beautiful Blonde from Bashful Bend,1949,2192000,2889000,5.8,
32552,It's a Great Feeling,1949,1452000,2713000,5.9,
25918,Champion,1949,600000,2500000,6.639,
28571,The Heiress,1949,2600000,2300000,7.7,
45184,Madame Bovary,1949,2076000,2016000,6.7,
39314,Mighty Joe Young,1949,1800000,1950000,6.3,
88288,It Happens Every Spring,1949,0,1850000,6.5,
35896,Beyond the Forest,1949,1589000,1738000,6.8,
286499,Bride for Sale,1949,0,1700000,6.0,
20278,Africa Screams,1949,500000,1500000,5.7,
32850,Act of Violence,1949,1290000,1129000,6.897,
209937,Big Jack,1949,869000,915000,6.0,
1421011,The Honest Woodsman,1949,0,0,0.0,
1417938,Terras fönster 2,1949,0,0,0.0,
1417928,Med flyg till sjunde himlen - en musikalisk rapsodi,1949,0,0,0.0,
1417905,Filmen om Skön,1949,0,0,0.0,
11224,Cinderella,1950,2900000,263600000,7.0,55419.0
43388,King Solomon's Mines,1950,2300000,15057465,6.462,135508.0
705,All About Eve,1950,1400000,8400000,8.1,
25209,Annie Get Your Gun,1950,3768785,8000000,6.8,
18712,Sands of Iwo Jima,1950,1000000,7800000,6.4,
25392,Destination Moon,1950,592000,5000000,5.9,
599,Sunset Boulevard,1950,1752000,5000000,8.3,
42767,Three Little Words,1950,1470000,4526000,5.9,
6646,Treasure Island,1950,0,4419657,6.537,938550.0
37292,Broken Arrow,1950,0,3600000,6.7,495027.0
43390,Summer Stock,1950,2025000,3357000,6.694,
14551,Winchester '73,1950,0,2250000,7.294,
110669,Wabash Avenue,1950,2115000,2039000,4.7,
238616,The Big Hangover,1950,1026000,1626000,6.7,
34623,Young Man with a Horn,1950,0,1500000,6.2,
493856,The Dangerous Stranger,1950,1000,250000,4.7,
1417957,Terras fönster 4,1950,0,0,0.0,
1417948,Terras fönster 3,1950,0,0,0.0,
1401014,Transparencies,1950,0,0,0.0,
1371494,Lewis and Clark,1950,0,0,0.0,
1369416,Cassino to Korea,1950,0,0,0.0,
1364717,Miracle in the Rain,1950,0,0,0.0,
1356007,Perugia in Umbria,1950,0,0,0.0,
1335954,Shakespeare og Kronborg,1950,0,0,0.0,
1335903,The Two Kingdoms,1950,0,0,0.0,
12092,Alice in Wonderland,1951,3000000,57200000,7.2,
11620,Quo Vadis,1951,7623000,21037000,7.083,
17820,Show Boat,1951,2300000,11000000,6.0,
702,A Streetcar Named Desire,1951,1800000,8000000,7.6,
25673,A Place in the Sun,1951,2300000,7000000,7.3,
845,Strangers on a Train,1951,1200000,7000000,7.7,
2769,An American in Paris,1951,5635000,6981000,7.0,
18646,Royal Wedding,1951,1700000,3900000,6.4,
114081,The Blue Veil,1951,0,3550000,6.6,
26712,The Enforcer,1951,1109000,2873000,7.1,
33673,His Kind of Woman,1951,1825000,2000000,6.7,
828,The Day the Earth Stood Still,1951,995000,1850000,7.4,
16380,When Worlds Collide,1951,936000,1600000,6.29,
285959,Valentino,1951,1300000,1550000,4.3,
25364,Ace in the Hole,1951,1821052,1300000,7.8,
104394,Death of a Salesman,1951,0,1200000,6.875,
197785,Saturday's Hero,1951,0,1150000,5.7,
72479,Lightning Strikes Twice,1951,1108000,1144000,5.7,
27263,The Tall Target,1951,966000,620000,6.8,
496672,When I Grow Up,1951,50000,100000,6.5,
1417960,Terras fönster 5,1951,0,0,0.0,
1416179,Symphony,1951,0,0,0.0,
1413320,Demonstrations in Perception,1951,0,0,0.0,
1396319,Fort Rupert,1951,0,0,0.0,
1362012,Jackie Knows All,1951,0,0,0.0,
27191,The Greatest Show on Earth,1952,4000000,36000000,6.3,
26175,Ivanhoe,1952,3842000,10878000,6.781,
488,The African Queen,1952,1000000,10750000,7.3,
288,High Noon,1952,730000,8000000,7.7,
872,Singin' in the Rain,1952,2540800,7200000,8.1,
33454,Scaramouche,1952,3005000,6746000,7.1,
28431,The Prisoner of Zenda,1952,1700000,5600000,6.8,
46192,The Wild North,1952,1282000,4007000,6.9,
3109,The Quiet Man,1952,1750000,3800000,7.3,
32499,The Bad and the Beautiful,1952,1558000,3373000,7.327,
38732,Bend of the River,1952,0,3000000,6.9,
208974,"Retreat, Hell!",1952,0,2000000,6.3,
24008,Monkey Business,1952,0,2000000,6.711,
43366,The Belle of New York,1952,2563000,1982000,5.538,
205463,One Minute to Zero,1952,2181000,1600000,5.8,
99691,The Devil Makes Three,1952,1005000,1485000,6.1,
28971,Limelight,1952,900000,1000000,7.9,
207300,Caribbean,1952,0,1,5.8,
1417972,Terras fönster 6,1952,0,0,0.0,
1416174,Water Stars,1952,0,0,0.0,
1416152,First Fear,1952,0,0,0.0,
1416151,The Drum,1952,0,0,0.0,
1416148,Hotel Apex,1952,0,0,0.0,
1413895,Assorted Scenes/Kaleidoscope,1952,0,0,0.0,
1409479,Musume wa kaku kōgi suru,1952,0,0,0.0,
10693,Peter Pan,1953,4000000,87400000,7.207,55422.0
29912,The Robe,1953,4100000,36000000,6.766,366444.0
11426,From Here to Eternity,1953,1650000,30500000,7.3,
18573,House of Wax,1953,1000000,23750319,6.9,
3110,Shane,1953,3100000,20000000,7.4,
804,Roman Holiday,1953,1500000,12000000,7.877,
19997,Niagara,1953,1250000,8500000,6.77,
759,Gentlemen Prefer Blondes,1953,2300000,5300000,7.3,
35073,"The Beast from 20,000 Fathoms",1953,210000,5000000,6.6,
16535,Titanic,1953,1805000,4905000,6.6,
29376,The Band Wagon,1953,2900000,3500000,7.1,
83099,Escape from Fort Bravo,1953,1520000,3158000,6.2,
34857,Kiss Me Kate,1953,1981000,3117000,6.4,
85840,Little Boy Lost,1953,0,3000000,7.7,
3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,1953,724805,2616000,6.3,
91245,Battle Circus,1953,1201000,2362000,6.0,
19483,It Came from Outer Space,1953,800000,1600000,6.271,1285493.0
33472,Abbott and Costello Go to Mars,1953,762446,1250000,5.5,
77645,The Redhead from Wyoming,1953,0,1100000,6.1,
43353,Robot Monster,1953,16000,1000000,4.5,
24018,Glen or Glenda,1953,20000,10158,4.5,
1420196,The Mosconi Story,1953,0,0,0.0,
1417982,Terras fönster 8,1953,0,0,0.0,
1417976,Terras fönster 7,1953,0,0,0.0,
1415349,Lost in a Turkish Bath,1953,0,0,0.0,
567,Rear Window,1954,1000000,37042336,8.351,
173,"20,000 Leagues Under the Sea",1954,5000000,28200000,7.0,
10178,The Caine Mutiny,1954,2000000,21750000,7.1,
24973,The Egyptian,1954,5000000,15000000,6.433,
3111,A Star Is Born,1954,5019770,12000000,7.1,
6620,Sabrina,1954,2239000,10000000,7.508,
21468,There's No Business Like Show Business,1954,4300000,7100000,6.031,
16563,Seven Brides for Seven Brothers,1954,0,5000000,7.2,
57575,The Last Time I Saw Paris,1954,1960000,4940000,6.0,
43196,Deep in My Heart,1954,2504000,3978000,6.8,
1936,River of No Return,1954,2195000,3820291,6.7,
118517,Valley of the Kings,1954,2065000,3305000,4.8,
65212,The Silver Chalice,1954,4500000,3200000,4.5,
521,Dial M for Murder,1954,1400000,3000000,8.0,
52843,The French Line,1954,0,2900000,4.2,
256758,Flame and the Flesh,1954,1275000,2294000,10.0,
80241,Green Fire,1954,1768000,1829000,6.2,
114499,The Vanishing Prairie,1954,0,1750000,7.1,
154093,Riding Shotgun,1954,0,1400000,5.8,
62753,Beachhead,1954,450000,1400000,5.3,
156566,Red Garters,1954,0,1300000,5.0,
10973,Creature from the Black Lagoon,1954,0,1300000,6.8,221537.0
13368,White Christmas,1954,0,1109388,7.2,
654,On the Waterfront,1954,910000,960000,7.9,
20174,The Fast and the Furious,1954,50000,250000,4.859,
10340,Lady and the Tramp,1955,4000000,36359037,7.119,97460.0
10653,The Seven Year Itch,1955,1800000,12000000,7.0,
39940,Picnic,1955,3000000,9000000,6.3,
381,To Catch a Thief,1955,2500000,8750000,7.3,
11219,The Trouble with Harry,1955,1200000,7000000,7.0,
4825,Guys and Dolls,1955,5500000,6874673,6.6,
40578,The Sea Chase,1955,0,6000000,6.125,
37317,The Tall Men,1955,3115000,5000000,6.3,
221,Rebel Without a Cause,1955,1500000,4500000,7.5,
541,The Man with the Golden Arm,1955,1000000,4350000,7.136,
63618,The Left Hand of God,1955,1785000,4000000,6.3,
43317,Artists and Models,1955,1500000,3800000,6.7,
14554,Bad Day at Black Rock,1955,1271000,3788000,7.267,
15919,Marty,1955,343000,3000000,7.4,
5996,We're No Angels,1955,0,3000000,7.193,
18612,The Desperate Hours,1955,2300000,2500000,6.984,
17640,It's Always Fair Weather,1955,2771000,2374000,7.1,
50363,Summertime,1955,1100000,2000000,6.8,
60966,My Sister Eileen,1955,0,1800000,6.5,
20942,House of Bamboo,1955,1380000,1700000,6.1,
831,This Island Earth,1955,800000,1700000,6.0,
40761,Revenge of the Creature,1955,0,1100000,5.7,221537.0
25952,Conquest of Space,1955,1500000,1000000,5.5,
18030,Kiss Me Deadly,1955,410000,726000,7.174,
1419702,The Indian Was Alone,1955,0,0,0.0,
6844,The Ten Commandments,1956,13000000,122700000,7.759,
2897,Around the World in Eighty Days,1956,6000000,42000000,6.645,
1712,Giant,1956,5400000,32855818,7.6,
16520,The King and I,1956,4550000,21300000,7.1,
40494,Trapeze,1956,4000000,14400000,6.2,
11706,War and Peace,1956,6000000,12500000,6.7,
574,The Man Who Knew Too Much,1956,1200000,11300000,7.455,
10339,Moby Dick,1956,4500000,10400000,7.0,
39833,Love Me Tender,1956,1000000,9000000,6.1,
11424,High Society,1956,2800000,8200000,6.9,
43258,Friendly Persuasion,1956,3000000,8000000,6.624,
24010,Bus Stop,1956,220000,7270000,6.071,
69605,Written on the Wind,1956,1300000,4300000,6.9,
38171,Anastasia,1956,3520000,4300000,6.807,
63096,Tea and Sympathy,1956,1737000,3445000,7.0,
28000,Somebody Up There Likes Me,1956,1920000,3360000,7.2,
830,Forbidden Planet,1956,1900000,3250000,7.3,
11549,Invasion of the Body Snatchers,1956,417000,3000000,7.5,
43311,The Opposite Sex,1956,0,2760000,5.2,
22527,The Wrong Man,1956,1200000,2000000,7.1,
18983,"Godzilla, King of the Monsters!",1956,25000,2000000,6.6,813157.0
84567,Between Heaven and Hell,1956,0,1520000,5.9,
39109,Pillars of the Sky,1956,0,1500000,5.5,
28528,The Harder They Fall,1956,0,1350000,7.1,
191227,The Bold and the Brave,1956,0,1,5.6,
80255,A Farewell to Arms,1957,4100000,20000000,5.7,
22201,Gunfight at the O.K. Corral,1957,0,11750000,7.0,
65488,Raintree County,1957,5474000,9080000,6.4,
37257,Witness for the Prosecution,1957,3000000,9000000,8.2,
33734,Pal Joey,1957,3000000,7000000,6.2,
271147,Search for Paradise,1957,0,6500000,6.0,
37373,Island in the Sun,1957,3000000,5000000,6.5,
389,12 Angry Men,1957,397751,4360000,8.547,
15697,Jailhouse Rock,1957,1000000,4000000,6.2,
8356,An Affair to Remember,1957,2100000,3800000,7.4,
106833,April Love,1957,1425000,3700000,6.4,
133792,The Joker is Wild,1957,2400000,3000000,8.1,
18776,The Spirit of St. Louis,1957,7000000,2600000,6.6,
37311,Band of Angels,1957,0,2500000,6.2,
